"","X","paths","operations","pam_fit$clustering"
"594","fantasydata.net:cbb-v3-stats",22,22,8
"595","fantasydata.net:cfb-v3-scores",11,11,2
"596","fantasydata.net:golf-v2",14,14,8
"597","fantasydata.net:mlb-v3-play-by-play",2,2,1
"598","fantasydata.net:mlb-v3-projections",4,4,5
"599","fantasydata.net:mlb-v3-projections-dfsr",2,2,1
"600","fantasydata.net:mlb-v3-rotoballer-articles",3,3,5
"601","fantasydata.net:mlb-v3-rotoballer-premium-news",3,3,5
"602","fantasydata.net:mlb-v3-scores",17,17,8
"603","fantasydata.net:mlb-v3-stats",32,32,4
"604","fantasydata.net:nascar-v2",6,6,9
"605","fantasydata.net:nba-v3-play-by-play",2,2,1
"606","fantasydata.net:nba-v3-projections",3,3,5
"607","fantasydata.net:nba-v3-rotoballer-articles",3,3,5
"608","fantasydata.net:nba-v3-rotoballer-premium-news",3,3,5
"609","fantasydata.net:nba-v3-scores",13,13,8
"610","fantasydata.net:nba-v3-stats",28,28,4
"611","fantasydata.net:nfl-v3-play-by-play",2,2,1
"612","fantasydata.net:nfl-v3-projections",10,10,2
"613","fantasydata.net:nfl-v3-projections-dfsr",2,2,1
"614","fantasydata.net:nfl-v3-rotoballer-articles",3,3,5
"615","fantasydata.net:nfl-v3-rotoballer-premium-news",4,4,5
"616","fantasydata.net:nfl-v3-scores",26,26,4
"617","fantasydata.net:nfl-v3-stats",66,66,3
"618","fantasydata.net:nhl-v3-play-by-play",2,2,1
"619","fantasydata.net:nhl-v3-projections",3,3,5
"620","fantasydata.net:nhl-v3-scores",17,17,8
"621","fantasydata.net:nhl-v3-stats",28,28,4
"622","fantasydata.net:soccer-v3-projections",3,3,5
"623","fantasydata.net:soccer-v3-scores",19,19,8
"624","fantasydata.net:soccer-v3-stats",29,29,4
"625","figshare.com",80,141,6
"626","firebrowse.org",30,30,4
"627","flat.io",38,60,3
"628","flickr.com",25,25,4
"629","formapi.io",5,7,9
"630","freesound.org",2,2,1
"631","funtranslations.com",36,36,4
"632","furkot.com",2,2,1
"633","geneea.com",6,11,2
"634","geodesystems.com",231,231,10
"635","getgo.com:gototraining",17,22,8
"636","getgo.com:gotowebinar",30,38,4
"637","getsandbox.com",5,9,2
"638","gettyimages.com",39,43,3
"639","giphy.com",10,10,2
"640","gisgraphy.com",6,6,9
"641","github.com",157,244,10
"642","gitlab.com",251,358,10
"643","googleapis.com:abusiveexperiencereport",2,4,5
"644","googleapis.com:acceleratedmobilepageurl",1,2,1
"645","googleapis.com:adexchangebuyer",28,66,3
"646","googleapis.com:adexchangebuyer2",25,58,3
"647","googleapis.com:adexchangeseller",14,28,4
"648","googleapis.com:adexperiencereport",2,4,5
"649","googleapis.com:admin",6,12,2
"650","googleapis.com:adsense",38,76,3
"651","googleapis.com:adsensehost",17,43,4
"652","googleapis.com:analytics",41,127,6
"653","googleapis.com:analyticsreporting",1,2,1
"654","googleapis.com:androiddeviceprovisioning",18,39,4
"655","googleapis.com:androidenterprise",49,132,6
"656","googleapis.com:androidmanagement",9,20,8
"657","googleapis.com:androidpublisher",31,87,3
"658","googleapis.com:appengine",22,60,3
"659","googleapis.com:appsactivity",1,2,1
"660","googleapis.com:appstate",3,8,2
"661","googleapis.com:bigquery",13,35,4
"662","googleapis.com:bigquerydatatransfer",8,19,8
"663","googleapis.com:blogger",24,57,3
"664","googleapis.com:books",49,100,3
"665","googleapis.com:calendar",22,59,3
"666","googleapis.com:chat",4,10,2
"667","googleapis.com:civicinfo",5,10,2
"668","googleapis.com:classroom",32,85,3
"669","googleapis.com:cloudbilling",6,13,2
"670","googleapis.com:cloudbuild",9,22,8
"671","googleapis.com:clouddebugger",7,15,8
"672","googleapis.com:clouderrorreporting",5,11,2
"673","googleapis.com:cloudfunctions",8,18,8
"674","googleapis.com:cloudiot",9,22,8
"675","googleapis.com:cloudkms",13,30,4
"676","googleapis.com:cloudmonitoring",5,11,2
"677","googleapis.com:cloudresourcemanager",19,43,4
"678","googleapis.com:cloudshell",2,5,9
"679","googleapis.com:cloudtasks",15,34,4
"680","googleapis.com:cloudtrace",2,4,5
"681","googleapis.com:clouduseraccounts",18,41,4
"682","googleapis.com:compute",204,509,10
"683","googleapis.com:consumersurveys",7,18,8
"684","googleapis.com:container",25,55,3
"685","googleapis.com:content",50,114,6
"686","googleapis.com:customsearch",1,2,1
"687","googleapis.com:dataflow",25,54,3
"688","googleapis.com:dataproc",9,24,8
"689","googleapis.com:datastore",10,21,8
"690","googleapis.com:deploymentmanager",14,32,4
"691","googleapis.com:dfareporting",117,321,6
"692","googleapis.com:digitalassetlinks",2,4,5
"693","googleapis.com:discovery",2,4,5
"694","googleapis.com:dlp",13,31,4
"695","googleapis.com:dns",6,15,8
"696","googleapis.com:doubleclickbidmanager",7,16,8
"697","googleapis.com:doubleclicksearch",8,18,8
"698","googleapis.com:drive",22,61,3
"699","googleapis.com:firebasedynamiclinks",3,6,9
"700","googleapis.com:firebaseremoteconfig",1,3,5
"701","googleapis.com:firebaserules",5,14,2
"702","googleapis.com:firestore",11,26,8
"703","googleapis.com:fitness",7,21,8
"704","googleapis.com:fusiontables",16,50,4
"705","googleapis.com:games",52,105,6
"706","googleapis.com:gamesConfiguration",5,18,8
"707","googleapis.com:gamesManagement",26,53,3
"708","googleapis.com:genomics",38,91,3
"709","googleapis.com:gmail",38,100,3
"710","googleapis.com:groupsmigration",1,2,1
"711","googleapis.com:groupssettings",1,4,5
"712","googleapis.com:iam",14,34,4
"713","googleapis.com:identitytoolkit",20,40,4
"714","googleapis.com:kgsearch",1,2,1
"715","googleapis.com:language",6,12,2
"716","googleapis.com:licensing",4,11,2
"717","googleapis.com:logging",11,32,4
"718","googleapis.com:manufacturers",2,6,9
"719","googleapis.com:mirror",12,36,4
"720","googleapis.com:ml",13,31,4
"721","googleapis.com:monitoring",9,25,8
"722","googleapis.com:oauth2",4,8,2
"723","googleapis.com:oslogin",3,8,2
"724","googleapis.com:pagespeedonline",1,2,1
"725","googleapis.com:partners",14,31,4
"726","googleapis.com:people",9,21,8
"727","googleapis.com:playcustomapp",1,2,1
"728","googleapis.com:playmoviespartner",6,12,2
"729","googleapis.com:plus",9,18,8
"730","googleapis.com:plusDomains",13,33,4
"731","googleapis.com:poly",4,8,2
"732","googleapis.com:prediction",6,14,2
"733","googleapis.com:proximitybeacon",14,31,4
"734","googleapis.com:pubsub",18,40,4
"735","googleapis.com:qpxExpress",1,2,1
"736","googleapis.com:replicapool",10,22,8
"737","googleapis.com:replicapoolupdater",9,19,8
"738","googleapis.com:reseller",14,31,4
"739","googleapis.com:resourceviews",9,20,8
"740","googleapis.com:runtimeconfig",2,5,9
"741","googleapis.com:safebrowsing",7,14,8
"742","googleapis.com:script",11,27,4
"743","googleapis.com:searchconsole",1,2,1
"744","googleapis.com:serviceconsumermanagement",6,14,2
"745","googleapis.com:servicecontrol",6,12,2
"746","googleapis.com:servicemanagement",17,38,4
"747","googleapis.com:serviceusage",6,12,2
"748","googleapis.com:serviceuser",4,8,2
"749","googleapis.com:sheets",16,33,4
"750","googleapis.com:siteVerification",3,10,2
"751","googleapis.com:slides",5,10,2
"752","googleapis.com:sourcerepo",6,13,2
"753","googleapis.com:spanner",20,46,4
"754","googleapis.com:spectrum",6,12,2
"755","googleapis.com:speech",3,6,9
"756","googleapis.com:sqladmin",26,67,3
"757","googleapis.com:storage",23,70,3
"758","googleapis.com:storagetransfer",7,17,8
"759","googleapis.com:streetviewpublish",8,17,8
"760","googleapis.com:surveys",7,18,8
"761","googleapis.com:tagmanager",24,74,3
"762","googleapis.com:taskqueue",4,12,2
"763","googleapis.com:tasks",6,20,8
"764","googleapis.com:testing",5,10,2
"765","googleapis.com:toolresults",17,41,4
"766","googleapis.com:tpu",10,22,8
"767","googleapis.com:tracing",4,8,2
"768","googleapis.com:translate",3,8,2
"769","googleapis.com:urlshortener",2,5,9
"770","googleapis.com:vault",11,29,4
"771","googleapis.com:videointelligence",1,2,1
"772","googleapis.com:vision",1,2,1
"773","googleapis.com:webfonts",1,2,1
"774","googleapis.com:webmasters",8,21,8
"775","googleapis.com:youtube",37,109,3
"776","googleapis.com:youtubeAnalytics",3,11,2
"777","googleapis.com:youtubereporting",6,14,2
"778","gov.bc.ca:bcdc",22,22,8
"779","gov.bc.ca:bcgnws",14,14,8
"780","gov.bc.ca:geocoder",15,15,8
"781","gov.bc.ca:geomark",7,7,9
"782","gov.bc.ca:jobposting",5,5,9
"783","gov.bc.ca:news",27,27,4
"784","gov.bc.ca:open511",4,4,5
"785","gov.bc.ca:router",4,4,5
"786","graphhopper.com",2,2,1
"787","greenpeace.org",6,6,9
"788","gsa.gov",5,5,9
"789","hackathonwatch.com",4,4,5
"790","haloapi.com:metadata",36,36,4
"791","haloapi.com:profile",3,3,5
"792","haloapi.com:stats",28,28,4
"793","haloapi.com:ugc",4,4,5
"794","healthcare.gov",16,16,8
"795","hetras-certification.net:booking",15,17,8
"796","hetras-certification.net:hotel",20,23,8
"797","hhs.gov",32,32,4
"798","highwaysengland.co.uk",10,10,2
"799","hsbc.com",19,19,8
"800","icons8.com",7,7,9
"801","idtbeyond.com",15,15,8
"802","ijenko.net",43,99,3
"803","illumidesk.com",71,144,6
"804","import.io:data",2,2,1
"805","import.io:extraction",1,1,7
"806","import.io:rss",1,1,7
"807","import.io:run",2,2,1
"808","import.io:schedule",2,4,5
"809","inboxroute.com",5,8,2
"810","infermedica.com",16,16,8
"811","instagram.com",23,27,4
"812","instawell.com",8,8,2
"813","iqualify.com",48,60,3
"814","isbndb.com",7,7,9
"815","isendpro.com",10,11,2
"816","iva-api.com",116,116,6
"817","je-apis.com",63,67,3
"818","jirafe.com",6,6,9
"819","jumpseller.com",56,96,6
"820","just-eat.co.uk",14,14,8
"821","koomalooma.com",2,2,1
"822","kubernetes.io",488,1381,10
"823","landregistry.gov.uk:deed",2,2,1
"824","launchdarkly.com",22,41,4
"825","learnifier.com",24,34,4
"826","letmc.com:basic-tier",44,45,3
"827","letmc.com:customer",18,20,8
"828","letmc.com:diary",4,6,9
"829","letmc.com:free-tier",43,43,3
"830","letmc.com:maintenance",1,1,7
"831","letmc.com:reporting",1,1,7
"832","link.fish",6,6,9
"833","loganalytics.io:operationalinsights-OperationalInsights",1,2,1
"834","lotadata.com",4,4,5
"835","lufthansa.com:partner",16,16,8
"836","lufthansa.com:public",15,15,8
"837","lyft.com",15,16,8
"838","magento.com",277,355,10
"839","magick.nu",8,8,2
"840","mandrillapp.com",90,90,6
"841","mashape.com:geodb",16,16,8
"842","mcw.edu",56,56,3
"843","medium.com",5,5,9
"844","miataru.com",5,5,9
"845","microsoft.com:cognitiveservices-CustomSearch",1,1,7
"846","microsoft.com:cognitiveservices-EntitySearch",1,1,7
"847","microsoft.com:cognitiveservices-ImageSearch",3,3,5
"848","microsoft.com:cognitiveservices-NewsSearch",3,3,5
"849","microsoft.com:cognitiveservices-Prediction",4,4,5
"850","microsoft.com:cognitiveservices-SpellCheck",1,1,7
"851","microsoft.com:cognitiveservices-Training",23,34,4
"852","microsoft.com:cognitiveservices-VideoSearch",3,3,5
"853","microsoft.com:cognitiveservices-WebSearch",1,1,7
"854","moonmoonmoonmoon.com",2,2,1
"855","motaword.com",32,47,3
"856","mozilla.com:kinto",17,25,4
"857","nativeads.com",4,4,5
"858","naviplancentral.com:factfinder",73,129,6
"859","naviplancentral.com:plan",51,51,3
"860","nba.com",91,182,6
"861","neowsapp.com",5,5,9
"862","netatmo.net",20,20,8
"863","netlicensing.io",20,40,4
"864","netlify.com",47,94,3
"865","neutrinoapi.com",26,26,4
"866","nfusionsolutions.biz",14,14,8
"867","noosh.com",54,63,3
"868","npr.org",21,22,8
"869","nrel.gov:building-case-studies",2,2,1
"870","nrel.gov:transportation-incentives-laws",4,4,5
"871","nsidc.org",4,4,5
"872","nytimes.com:archive",1,1,7
"873","nytimes.com:article_search",1,1,7
"874","nytimes.com:books_api",6,12,2
"875","nytimes.com:community",4,8,2
"876","nytimes.com:geo_api",1,1,7
"877","nytimes.com:most_popular_api",3,6,9
"878","nytimes.com:movie_reviews",3,3,5
"879","nytimes.com:semantic_api",2,2,1
"880","nytimes.com:times_tags",1,1,7
"881","nytimes.com:timeswire",3,3,5
"882","nytimes.com:top_stories",1,1,7
"883","o2.cz:mobility",2,2,1
"884","o2.cz:sociodemo",3,3,5
"885","oceandrivers.com",8,8,2
"886","omdbapi.com",1,1,7
"887","openapi-converter.herokuapp.com",4,6,9
"888","openbanking.org.uk",6,12,2
"889","opencagedata.com",1,1,7
"890","opendatasoft.com",34,34,4
"891","openfintech.io",16,16,8
"892","openstf.io",8,10,2
"893","opentargets.io",25,29,4
"894","orghunter.com",6,6,9
"895","osf.io",90,112,6
"896","osisoft.com",218,345,10
"897","owler.com",12,12,2
"898","oxforddictionaries.com",27,27,4
"899","paccurate.io",1,1,7
"900","pandorabots.com",7,13,2
"901","passwordutility.net",2,2,1
"902","patientview.org",14,15,8
"903","paylocity.com",14,19,8
"904","payments.service.gov.uk:payments",6,8,2
"905","payrun.io",205,263,10
"906","peel-ci.com",5,5,9
"907","personio.de:authentication",1,1,7
"908","personio.de:personnel",6,6,9
"909","phila.gov:pollingplaces",1,1,7
"910","polygon.io",10,10,2
"911","postmarkapp.com:account",11,20,8
"912","postmarkapp.com:server",41,49,3
"913","posty-api.herokuapp.com",13,28,4
"914","ptv.vic.gov.au",20,20,8
"915","qualpay.com",10,10,2
"916","quotes.rest",16,22,8
"917","rbaskets.in",4,9,2
"918","rebilly.com",80,197,6
"919","receptive.io",14,25,8
"920","refugerestrooms.org",4,4,5
"921","reverb.com",125,162,6
"922","ritc.io",36,66,3
"923","ritekit.com",13,13,8
"924","roaring.io",7,11,2
"925","rottentomatoes.com",18,18,8
"926","rummblelabs.com",11,15,8
"927","runscope.com",18,29,4
"928","salesloft.com",41,60,3
"929","schooldigger.com",6,6,9
"930","scrapewebsite.email",3,3,5
"931","selectpdf.com",1,1,7
"932","semantria.com",18,41,4
"933","sendgrid.com",144,304,10
"934","shipstation.com",47,51,3
"935","simplyrets.com",4,4,5
"936","slack.com",135,135,6
"937","slicebox.local",86,105,6
"938","slideroom.com",7,11,2
"939","smart-me.com",28,32,4
"940","solarvps.com",20,20,8
"941","spectrocoin.com",1,1,7
"942","spinbot.net",4,4,5
"943","spinitron.com",8,9,2
"944","spotify.com",27,37,4
"945","squareup.com",63,96,6
"946","stackexchange.com",124,124,6
"947","staging-ecotaco.com",23,27,4
"948","statsocial.com",9,17,8
"949","stoplight.io",5,9,2
"950","storecove.com",12,20,8
"951","stripe.com",115,197,6
"952","surrey.ca:open511",4,4,5
"953","surrey.ca:trafficloops",2,2,1
"954","swagger.io:generator",5,7,9
"955","swaggerhub.com",14,22,8
"956","synq.fm",7,7,9
"957","taggun.io",10,10,2
"958","taxamo.com",30,36,4
"959","taxrates.io",6,6,9
"960","tfl.gov.uk",85,85,6
"961","thenounproject.com",13,13,8
"962","thesmsworks.co.uk",14,27,4
"963","thetvdb.com",28,30,4
"964","traccar.org",34,57,3
"965","transavia.com",5,5,9
"966","trello.com",264,324,10
"967","turbinelabs.io",23,38,4
"968","tvmaze.com",14,35,4
"969","twilio.com",63,116,6
"970","twinehealth.com",41,56,3
"971","twitter.com",82,165,6
"972","tyk.com",13,18,8
"973","uebermaps.com",36,56,3
"974","vatapi.com",9,11,2
"975","versioneye.com",35,46,3
"976","vestorly.com",21,33,4
"977","victorops.com",40,59,3
"978","visagecloud.com",36,52,3
"979","vocadb.net",81,110,6
"980","voodoomfg.com",10,11,2
"981","waag.org",26,47,4
"982","watchful.li",43,59,3
"983","waterlinked.com",14,17,8
"984","wavecell.com",4,4,5
"985","wealthport.com",15,26,4
"986","weatherbit.io",51,51,3
"987","weber-gesamtausgabe.de",6,6,9
"988","whapi.com:accounts",5,5,9
"989","whapi.com:bets",6,6,9
"990","whapi.com:locations",5,5,9
"991","whapi.com:numbers",1,1,7
"992","whapi.com:sessions",3,4,5
"993","whapi.com:sportsdata",13,13,8
"994","who-hosts-this.com",1,1,7
"995","wikimedia.org",29,33,4
"996","windows.net:batch-BatchService",52,75,3
"997","windows.net:graphrbac",25,39,4
"998","winning.email",3,3,5
"999","winsms.co.za",9,9,2
"1000","wmata.com:bus-realtime",2,2,1
"1001","wmata.com:bus-route",12,12,2
"1002","wmata.com:incidents",6,6,9
"1003","wmata.com:rail-realtime",2,2,1
"1004","wmata.com:rail-station",16,16,8
"1005","wordassociations.net",1,2,1
"1006","wordnik.com",24,28,4
"1007","wowza.com",70,104,6
"1008","wso2apistore.com:transform",2,2,1
"1009","xero.com",87,219,6
"1010","xkcd.com",2,2,1
"1011","yunbi.com",21,22,8
"1012","zalando.com",20,20,8
"1013","zappiti.com",7,7,9
"1014","zoom.us",76,114,6
"1015","zoomconnect.com",29,49,3
"1016","zuora.com",236,313,10
