"","X","swagger","info","host","basePath","schemes","consumes","produces","paths","definitions","parameters","responses","securityDefinitions","security","tags","externalDocs","cluster.results$cluster"
"492","azure.com:streamanalytics-transformations",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"493","azure.com:subscription-subscriptionDefinitions",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"494","azure.com:timeseriesinsights",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"495","azure.com:trafficmanager",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"496","azure.com:trafficmanager-trafficmanageranalytics",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"497","azure.com:visualstudio-Csm",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"498","azure.com:web-AppServiceCertificateOrders",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"499","azure.com:web-AppServiceEnvironments",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"500","azure.com:web-AppServicePlans",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"501","azure.com:web-CertificateRegistrationProvider",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"502","azure.com:web-Certificates",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"503","azure.com:web-DeletedWebApps",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"504","azure.com:web-Diagnostics",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"505","azure.com:web-DomainRegistrationProvider",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"506","azure.com:web-Domains",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"507","azure.com:web-Provider",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"508","azure.com:web-Recommendations",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"509","azure.com:web-ResourceProvider",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"510","azure.com:web-TopLevelDomains",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"511","azure.com:web-WebApps",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"512","azure.com:web-logicAppsManagementClient",1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,2
"513","azure.com:web-service",1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,2
"514","bbc.co.uk",1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,4
"515","bbc.com",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,3
"516","bbci.co.uk",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,3
"517","bclaws.ca:bclaws",1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,4
"518","beanstream.com",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"519","beezup.com",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"520","betfair.com",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"521","bigoven.com",1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,6
"522","bikewise.org",1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,4
"523","bitbucket.org",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,4
"524","blazemeter.com",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,4
"525","bluemix.net:containers",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"526","botify.com",1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,6
"527","box.com:authorization",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"528","box.com:content",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,4
"529","box.com:token",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"530","box.com:upload",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,6
"531","brandlovers.com",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,4
"532","brex.io",0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4
"533","browshot.com",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"534","bufferapp.com",1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,3
"535","bungie.net",1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1
"536","callfire.com",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,4
"537","cambase.io",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,4
"538","carbondoomsday.com",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,6
"539","ccp.is",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,6
"540","cenit.io",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,3
"541","channel4.com",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3
"542","circleci.com",1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,6
"543","circuitsandbox.net",1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,6
"544","cisco.com",1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,6
"545","citrixonline.com:gotomeeting",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4
"546","citrixonline.com:scim",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,4
"547","citycontext.com",1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,6
"548","clarify.io",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,4
"549","clever-cloud.com",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,4
"550","clever.com",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,6
"551","clickmeter.com",1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,6
"552","cloudmersive.com:ocr",1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,2
"553","cnab-online.herokuapp.com",1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,5
"554","code-scan.com",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,5
"555","consumerfinance.gov",1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1
"556","core.ac.uk",1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,6
"557","cybertaxonomy.eu",1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,4
"558","data.gov",1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1
"559","data2crm.com",1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,4
"560","dataatwork.org",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"561","datumbox.com",1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,4
"562","deeparteffects.com",1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,6
"563","deutschebahn.com:betriebsstellen",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1
"564","deutschebahn.com:fahrplan",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5
"565","deutschebahn.com:fasta",1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,6
"566","deutschebahn.com:flinkster",1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,4
"567","deutschebahn.com:reisezentren",1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1
"568","deutschebahn.com:stada",1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,5
"569","digitallinguistics.io",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"570","docker.com:engine",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,4
"571","docusign.net",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"572","domainsdb.info",1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,4
"573","dracoon.team",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,4
"574","dropx.io",1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,6
"575","dweet.io",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,4
"576","ebay.com:buy-browse",1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,6
"577","ebay.com:buy-feed",1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,6
"578","ebay.com:buy-marketing",1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,6
"579","ebay.com:commerce-taxonomy",1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,6
"580","ebay.com:sell-fulfillment",1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,6
"581","envoice.in",1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,6
"582","epa.gov:air",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5
"583","epa.gov:case",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5
"584","epa.gov:cwa",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5
"585","epa.gov:dfr",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5
"586","epa.gov:echo",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5
"587","epa.gov:eff",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5
"588","epa.gov:rcra",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5
"589","epa.gov:sdw",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,5
"590","etmdb.com",1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,6
"591","europeana.eu",1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,4
"592","exavault.com",1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1
"593","fantasydata.net:cbb-v3-scores",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"594","fantasydata.net:cbb-v3-stats",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"595","fantasydata.net:cfb-v3-scores",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"596","fantasydata.net:golf-v2",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"597","fantasydata.net:mlb-v3-play-by-play",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"598","fantasydata.net:mlb-v3-projections",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"599","fantasydata.net:mlb-v3-projections-dfsr",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"600","fantasydata.net:mlb-v3-rotoballer-articles",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"601","fantasydata.net:mlb-v3-rotoballer-premium-news",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"602","fantasydata.net:mlb-v3-scores",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"603","fantasydata.net:mlb-v3-stats",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"604","fantasydata.net:nascar-v2",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"605","fantasydata.net:nba-v3-play-by-play",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"606","fantasydata.net:nba-v3-projections",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"607","fantasydata.net:nba-v3-rotoballer-articles",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"608","fantasydata.net:nba-v3-rotoballer-premium-news",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"609","fantasydata.net:nba-v3-scores",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"610","fantasydata.net:nba-v3-stats",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"611","fantasydata.net:nfl-v3-play-by-play",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"612","fantasydata.net:nfl-v3-projections",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"613","fantasydata.net:nfl-v3-projections-dfsr",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"614","fantasydata.net:nfl-v3-rotoballer-articles",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"615","fantasydata.net:nfl-v3-rotoballer-premium-news",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"616","fantasydata.net:nfl-v3-scores",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"617","fantasydata.net:nfl-v3-stats",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
"618","fantasydata.net:nhl-v3-play-by-play",1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,6
