,implemented fields,missing fields,clusters
googleapis.com:deploymentmanager,11,4,0
googleapis.com:dfareporting,11,4,0
googleapis.com:digitalassetlinks,10,5,1
googleapis.com:discovery,10,5,1
googleapis.com:dlp,11,4,0
googleapis.com:dns,11,4,0
googleapis.com:doubleclickbidmanager,11,4,0
googleapis.com:doubleclicksearch,11,4,0
googleapis.com:drive,11,4,0
googleapis.com:firebasedynamiclinks,11,4,0
googleapis.com:firebaseremoteconfig,10,5,1
googleapis.com:firebaserules,11,4,0
googleapis.com:firestore,11,4,0
googleapis.com:fitness,11,4,0
googleapis.com:fusiontables,11,4,0
googleapis.com:games,11,4,0
googleapis.com:gamesConfiguration,11,4,0
googleapis.com:gamesManagement,11,4,0
googleapis.com:genomics,11,4,0
googleapis.com:gmail,11,4,0
googleapis.com:groupsmigration,12,3,5
googleapis.com:groupssettings,11,4,0
googleapis.com:iam,11,4,0
googleapis.com:identitytoolkit,11,4,0
googleapis.com:kgsearch,10,5,1
googleapis.com:language,11,4,0
googleapis.com:licensing,11,4,0
googleapis.com:logging,11,4,0
googleapis.com:manufacturers,11,4,0
googleapis.com:mirror,11,4,0
googleapis.com:ml,11,4,0
googleapis.com:monitoring,11,4,0
googleapis.com:oauth2,11,4,0
googleapis.com:oslogin,11,4,0
googleapis.com:pagespeedonline,9,6,3
googleapis.com:partners,10,5,1
googleapis.com:people,11,4,0
googleapis.com:playcustomapp,12,3,5
googleapis.com:playmoviespartner,11,4,0
googleapis.com:plus,11,4,0
googleapis.com:plusDomains,11,4,0
googleapis.com:poly,10,5,1
googleapis.com:prediction,11,4,0
googleapis.com:proximitybeacon,11,4,0
googleapis.com:pubsub,11,4,0
googleapis.com:qpxExpress,10,5,1
googleapis.com:replicapool,11,4,0
googleapis.com:replicapoolupdater,11,4,0
googleapis.com:reseller,11,4,0
googleapis.com:resourceviews,11,4,0
googleapis.com:runtimeconfig,11,4,0
googleapis.com:safebrowsing,10,5,1
googleapis.com:script,11,4,0
googleapis.com:searchconsole,10,5,1
googleapis.com:serviceconsumermanagement,11,4,0
googleapis.com:servicecontrol,11,4,0
googleapis.com:servicemanagement,11,4,0
googleapis.com:serviceusage,11,4,0
googleapis.com:serviceuser,11,4,0
googleapis.com:sheets,11,4,0
googleapis.com:siteVerification,11,4,0
googleapis.com:slides,11,4,0
googleapis.com:sourcerepo,11,4,0
googleapis.com:spanner,11,4,0
googleapis.com:spectrum,10,5,1
googleapis.com:speech,11,4,0
googleapis.com:sqladmin,11,4,0
googleapis.com:storage,11,4,0
googleapis.com:storagetransfer,11,4,0
googleapis.com:streetviewpublish,11,4,0
googleapis.com:surveys,10,5,1
googleapis.com:tagmanager,11,4,0
googleapis.com:taskqueue,11,4,0
googleapis.com:tasks,11,4,0
googleapis.com:testing,11,4,0
googleapis.com:toolresults,11,4,0
googleapis.com:tpu,11,4,0
googleapis.com:tracing,11,4,0
googleapis.com:translate,11,4,0
googleapis.com:urlshortener,11,4,0
googleapis.com:vault,11,4,0
googleapis.com:videointelligence,11,4,0
googleapis.com:vision,11,4,0
googleapis.com:webfonts,10,5,1
googleapis.com:webmasters,11,4,0
googleapis.com:youtube,11,4,0
googleapis.com:youtubeAnalytics,11,4,0
googleapis.com:youtubereporting,11,4,0
gov.bc.ca:bcdc,11,4,0
gov.bc.ca:bcgnws,9,6,3
gov.bc.ca:geocoder,9,6,3
gov.bc.ca:geomark,8,7,4
gov.bc.ca:jobposting,8,7,4
gov.bc.ca:news,10,5,1
gov.bc.ca:open511,9,6,3
gov.bc.ca:router,11,4,0
graphhopper.com,11,4,0
greenpeace.org,9,6,3
gsa.gov,7,8,6
hackathonwatch.com,8,7,4
haloapi.com:metadata,9,6,3
haloapi.com:profile,8,7,4
haloapi.com:stats,9,6,3
haloapi.com:ugc,9,6,3
healthcare.gov,9,6,3
hetras-certification.net:booking,8,7,4
hetras-certification.net:hotel,8,7,4
hhs.gov,9,6,3
highwaysengland.co.uk,9,6,3
hsbc.com,8,7,4
icons8.com,8,7,4
idtbeyond.com,9,6,3
ijenko.net,13,2,2
illumidesk.com,10,5,1
import.io:data,10,5,1
import.io:extraction,11,4,0
import.io:rss,11,4,0
import.io:run,12,3,5
import.io:schedule,12,3,5
inboxroute.com,12,3,5
infermedica.com,9,6,3
instagram.com,11,4,0
instawell.com,9,6,3
iqualify.com,12,3,5
isbndb.com,8,7,4
isendpro.com,7,8,6
iva-api.com,10,5,1
je-apis.com,8,7,4
jirafe.com,11,4,0
jumpseller.com,10,5,1
just-eat.co.uk,7,8,6
koomalooma.com,11,4,0
kubernetes.io,8,7,4
landregistry.gov.uk:deed,8,7,4
launchdarkly.com,13,2,2
learnifier.com,8,7,4
letmc.com:basic-tier,8,7,4
letmc.com:customer,8,7,4
letmc.com:diary,8,7,4
letmc.com:free-tier,9,6,3
letmc.com:maintenance,9,6,3
letmc.com:reporting,9,6,3
link.fish,10,5,1
loganalytics.io:operationalinsights-OperationalInsights,12,3,5
lotadata.com,10,5,1
lufthansa.com:partner,9,6,3
lufthansa.com:public,10,5,1
lyft.com,13,2,2
magento.com,8,7,4
magick.nu,8,7,4
mandrillapp.com,9,6,3
mashape.com:geodb,12,3,5
mcw.edu,10,5,1
medium.com,10,5,1
miataru.com,9,6,3
microsoft.com:cognitiveservices-CustomSearch,11,4,0
microsoft.com:cognitiveservices-EntitySearch,11,4,0
microsoft.com:cognitiveservices-ImageSearch,11,4,0
microsoft.com:cognitiveservices-NewsSearch,11,4,0
microsoft.com:cognitiveservices-Prediction,9,6,3
microsoft.com:cognitiveservices-SpellCheck,12,3,5
microsoft.com:cognitiveservices-Training,8,7,4
microsoft.com:cognitiveservices-VideoSearch,11,4,0
microsoft.com:cognitiveservices-WebSearch,11,4,0
moonmoonmoonmoon.com,7,8,6
motaword.com,11,4,0
mozilla.com:kinto,9,6,3
nativeads.com,7,8,6
naviplancentral.com:factfinder,8,7,4
naviplancentral.com:plan,8,7,4
nba.com,7,8,6
neowsapp.com,10,5,1
netatmo.net,12,3,5
netlicensing.io,10,5,1
netlify.com,12,3,5
neutrinoapi.com,10,5,1
nfusionsolutions.biz,10,5,1
noosh.com,10,5,1
npr.org,13,2,2
nrel.gov:building-case-studies,10,5,1
nrel.gov:transportation-incentives-laws,10,5,1
nsidc.org,7,8,6
nytimes.com:archive,11,4,0
nytimes.com:article_search,11,4,0
nytimes.com:books_api,11,4,0
nytimes.com:community,11,4,0
nytimes.com:geo_api,11,4,0
nytimes.com:most_popular_api,12,3,5
nytimes.com:movie_reviews,11,4,0
nytimes.com:semantic_api,11,4,0
nytimes.com:times_tags,10,5,1
nytimes.com:timeswire,11,4,0
nytimes.com:top_stories,11,4,0
o2.cz:mobility,9,6,3
o2.cz:sociodemo,9,6,3
oceandrivers.com,8,7,4
omdbapi.com,11,4,0
openapi-converter.herokuapp.com,11,4,0
openbanking.org.uk,8,7,4
opencagedata.com,10,5,1
opendatasoft.com,12,3,5
openfintech.io,10,5,1
openstf.io,11,4,0
opentargets.io,9,6,3
orghunter.com,9,6,3
osf.io,7,8,6
osisoft.com,8,7,4
owler.com,11,4,0
oxforddictionaries.com,9,6,3
paccurate.io,8,7,4
pandorabots.com,9,6,3
passwordutility.net,8,7,4
patientview.org,9,6,3
paylocity.com,10,5,1
payments.service.gov.uk:payments,8,7,4
payrun.io,10,5,1
peel-ci.com,8,7,4
personio.de:authentication,9,6,3
personio.de:personnel,10,5,1
phila.gov:pollingplaces,8,7,4
polygon.io,9,6,3
postmarkapp.com:account,10,5,1
postmarkapp.com:server,10,5,1
posty-api.herokuapp.com,8,7,4
ptv.vic.gov.au,8,7,4
qualpay.com,11,4,0
quotes.rest,9,6,3
rbaskets.in,11,4,0
rebilly.com,14,1,8
receptive.io,11,4,0
refugerestrooms.org,8,7,4
reverb.com,11,4,0
ritc.io,10,5,1
ritekit.com,7,8,6
roaring.io,8,7,4
rottentomatoes.com,13,2,2
rummblelabs.com,7,8,6
runscope.com,12,3,5
salesloft.com,8,7,4
schooldigger.com,8,7,4
scrapewebsite.email,8,7,4
selectpdf.com,9,6,3
semantria.com,10,5,1
sendgrid.com,10,5,1
shipstation.com,7,8,6
simplyrets.com,10,5,1
slack.com,10,5,1
slicebox.local,10,5,1
slideroom.com,7,8,6
smart-me.com,7,8,6
solarvps.com,9,6,3
spectrocoin.com,10,5,1
spinbot.net,12,3,5
spinitron.com,11,4,0
spotify.com,11,4,0
squareup.com,10,5,1
stackexchange.com,9,6,3
staging-ecotaco.com,7,8,6
statsocial.com,11,4,0
stoplight.io,11,4,0
storecove.com,12,3,5
stripe.com,8,7,4
surrey.ca:open511,8,7,4
surrey.ca:trafficloops,8,7,4
swagger.io:generator,8,7,4
swaggerhub.com,9,6,3
synq.fm,9,6,3
taggun.io,9,6,3
taxamo.com,11,4,0
taxrates.io,10,5,1
tfl.gov.uk,8,7,4
thenounproject.com,9,6,3
thesmsworks.co.uk,10,5,1
thetvdb.com,12,3,5
traccar.org,12,3,5
transavia.com,10,5,1
trello.com,10,5,1
turbinelabs.io,11,4,0
tvmaze.com,11,4,0
twilio.com,9,6,3
twinehealth.com,11,4,0
twitter.com,6,9,7
tyk.com,6,9,7
uebermaps.com,9,6,3
vatapi.com,10,5,1
versioneye.com,8,7,4
vestorly.com,10,5,1
victorops.com,11,4,0
visagecloud.com,8,7,4
vocadb.net,6,9,7
voodoomfg.com,10,5,1
waag.org,8,7,4
watchful.li,9,6,3
waterlinked.com,9,6,3
wavecell.com,9,6,3
wealthport.com,9,6,3
weatherbit.io,8,7,4
weber-gesamtausgabe.de,10,5,1
whapi.com:accounts,12,3,5
whapi.com:bets,12,3,5
whapi.com:locations,12,3,5
whapi.com:numbers,11,4,0
whapi.com:sessions,10,5,1
whapi.com:sportsdata,10,5,1
who-hosts-this.com,10,5,1
wikimedia.org,9,6,3
windows.net:batch-BatchService,9,6,3
windows.net:graphrbac,11,4,0
winning.email,12,3,5
winsms.co.za,11,4,0
wmata.com:bus-realtime,8,7,4
wmata.com:bus-route,8,7,4
wmata.com:incidents,8,7,4
wmata.com:rail-realtime,8,7,4
wmata.com:rail-station,8,7,4
wordassociations.net,11,4,0
wordnik.com,11,4,0
wowza.com,14,1,8
wso2apistore.com:transform,7,8,6
xero.com,12,3,5
xkcd.com,9,6,3
yunbi.com,8,7,4
zalando.com,9,6,3
zappiti.com,9,6,3
zoom.us,14,1,8
zoomconnect.com,10,5,1
zuora.com,11,4,0
